PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM
IODETO DE POTÁSSIO;BENZOATO DE SÓDIO;CLORIDRATO DE OXOMEMAZINA;GUAIFENESINA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538818301138418
IODETO DE POTÁSSIO;MONONITRATO DE TIAMINA;NICOTINAMIDA;CLORETO DE CROMO;ÓXIDO DE MAGNÉSIO;SULFATO DE MANGANÊS;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO;FUMARATO FERROSO;CARBONATO DE CÁLCIO;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;BIOTINA;COLECALCIFEROL;ÓXIDO DE COBRE,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500503701116417
IODETO DE POTÁSSIO;NICOTINAMIDA;CLORETO DE CROMO;ÓXIDO DE MAGNÉSIO;SULFATO DE MANGANÊS;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;ESTEARATO DE MAGNÉSIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE CÁLCIO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;BIOTINA;COLECALCIFEROL;ÓXIDO DE COBRE,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500503601111413
IODETO DE POTÁSSIO;NICOTINAMIDA;SULFATO DE MANGANÊS;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;SULFATO FERROSO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO;SULFATO DE POTÁSSIO;RUTOSÍDEO;D-PANTENOL;FOSFATO DE CÁLCIO DIBÁSICO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;SULFATO DE MAGNÉSIO;BIOTINA;COLECALCIFEROL,57.507.378/0003-65,EMS S/A,541820030122007
IODETO DE POTÁSSIO;NICOTINAMIDA;SULFATO DE MANGANÊS;PALMITATO DE RETINOL;SULFATO FERROSO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO;SULFATO DE POTÁSSIO;RUTOSÍDEO;PANTENOL;FOSFATO DE CÁLCIO DIBÁSICO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;SULFATO DE MAGNÉSIO;BIOTINA;COLECALCIFEROL,57.507.378/0003-65,EMS S/A,507714701113422
IODIXANOL,00.029.372/0001-40,GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA,541612090001114
IODO POVIDONA PVPI,92.670.801/0001-82,GEYER MEDICAMENTOS S/A,510500501172429
IODO;ÁCIDO BENZÓICO;ÁCIDO SALICÍLICO,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,505506801171411
IODO;ÁCIDO SALICÍLICO,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533006901172410
IODO;SALICILATO DE METILA,57.507.378/0003-65,EMS S/A,541820060130107
IOEXOL,00.029.372/0001-40,GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA,541612040000503
IOMEPROL,10.742.412/0004-01,BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA,540715080002302
ION CITRATO,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510412060073504
ION CITRATO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510606913131415
ION CITRATO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO;ÁCIDO ACETILSALICÍLICO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510607301138417
IOPAMIDOL,10.742.412/0004-01,BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA,540700102151319
IOPROMIDA,18.459.628/0001-15,BAYER S.A.,538912120020014
IOVERSOL,30.153.811/0001-93,GUERBET IMAGEM DO BRASIL LTDA,524500416159215
IPILIMUMABE,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505112120019302
IRBESARTANA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502818807111311
ISATUXIMABE,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576721070094602
ISOCONAZOL,18.459.628/0001-15,BAYER S.A.,538915010023217
ISOCONAZOL;ABARELIX,33.683.202/0001-34,VISA ESTADUAL SP TESTE,542313030000103
ISOFLURANO,33.258.401/0001-03,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,513416050027503
ISOMETEPTENO;CAFEÍNA ANIDRA;DIPIRONA,25.773.037/0001-83,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,528101902117411
ISONIAZIDA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510003601111416
ISOTRETINOÍNA,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529204902118317
ITRACONAZOL,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508016090112306
IVABRADINA,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531302101111218
IVACAFTOR,21.798.065/0001-02,VERTEX FARMACEUTICA DO BRASIL LTDA.,575019010000201
IVACAFTOR;TEZACAFTOR,21.798.065/0001-02,VERTEX FARMACEUTICA DO BRASIL LTDA.,575020070000407
IVERMECTINA,57.507.378/0003-65,EMS S/A,541818060086003
IXEQUIZUMABE,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507618030020801
LÃ DE CARNEIRO;ÁCAROS;ANTÍGENOS BACTERIANAS SOB A FORMA DE LISADO;FUNGOS DO AR,28.614.626/0001-07,LABORATÓRIO DE EXTRATOS ALERGÊNICOS LTDA,516500801353413
LÃ DE CARNEIRO;ÁCAROS;FUNGOS DE AR;ANTÍGENOS BACTERIANAS SOB A FORMA DE LISADO,28.614.626/0001-07,LABORATÓRIO DE EXTRATOS ALERGÊNICOS LTDA,516501001334412
LACIDIPINO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510604401115317
LACOSAMIDA,55.980.684/0001-27,ZODIAC PRODUTOS FARMACÊUTICOS S/A,534220010020407
LACTATO DE BIPERIDENO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506702302156412
LACTATO DE MILRINONA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720070075717
LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO,55.972.087/0001-50,JP INDUSTRIA FARMACEUTICA S/A,514914120009203
LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503201507151319
LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;CLORETO DE MAGNÉSIO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509505703152416
LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;GLICOSE;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511214100029703
LACTATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509506103159418
LACTULOSE,04.099.395/0001-82,SANTISA LABORATÓRIO FARMACÊUTICO S/A,530718120008104
LAMIVUDINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510602602131313
LAMIVUDINA;SULFATO DE ABACAVIR;DOLUTEGRAVIR SÓDICO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510617070057105
LAMOTRIGINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508012080093004
LANADELUMABE,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501121030038917
LANSOPRAZOL,57.507.378/0003-65,EMS S/A,507726602115110
LANSOPRAZOL;CLARITROMICINA;AMOXICILINA TRI-HIDRATADA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520721702119411
LANSOPRAZOL;LEVOFLOXACINO HEMI-HIDRATADO;AMOXICILINA TRI-HIDRATADA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,525070901111411
LARONIDASE,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720040061117
LATANOPROSTA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552820060069217
LATANOPROSTENO BUNODE,27.011.022/0001-03,BL INDÚSTRIA OTICA LTDA,503121080003102
LAURILSULFATO DE SÓDIO;SORBITOL,92.695.691/0001-03,KLEY HERTZ FARMACEUTICA S.A,515119120010707
LECITINA DE OVO;ÓLEO DE SOJA;TRIGLICERÍDEOS DE CADEIA MÉDIA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509520070027807
LEFLUNOMIDA,57.507.378/0003-65,EMS S/A,541817100082606
LENALIDOMIDA,17.625.281/0001-70,CELGENE BRASIL PRODUTOS FARMACÊUTICOS LTDA.,562418040000402
LESINURADE,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542818030001802
LETERMOVIR,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525521060021402
LETROZOL,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508022202118110
LEUCINA,31.673.254/0001-02,LABORATÓRIOS B. BRAUN S/A,520912070013103
LEVEDURA,33.069.212/0001-84,MERCK S/A,525404705135414
LEVETIRACETAM,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508021030138206
LEVOCETIRIZINA,61.363.032/0001-46,CHIESI FARMACÊUTICA LTDA,508503706131310
LEVODROPROPIZINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508016801137411
LEVOFLOXACINO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506712120049803
LEVOFLOXACINO HEMI-HIDRATADO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508017104111417
LEVOFLOXACINO HEMIIDRATADO,33.069.212/0001-84,MERCK S/A,525417090048506
LEVOMALATO DE CABOZANTINIBE,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539219010001002
LEVOMENTOL;CÂNFORA (2-BORNANONA),59.476.770/0001-58,PROCTER & GAMBLE DO BRASIL LTDA,528716080004603
LEVOMENTOL;SALICILATO DE METILA,49.383.250/0001-47,HISAMITSU FARMACÊUTICA DO BRASIL LTDA,511700301175317
LEVOMENTOL;SALICILATO DE METILA;CÂNFORA,49.383.250/0001-47,HISAMITSU FARMACÊUTICA DO BRASIL LTDA,511719120001407
LEVOMETIONINA;BETAÍNA;CITRATO DE COLINA,02.814.497/0001-07,CIMED INDUSTRIA S.A.,506417090033803
LEVONORGESTREL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523706401116414
LEVONORGESTREL MICRONIZADO;ETINILESTRADIOL,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504121010070503
LEVONORGESTREL;CLORIDRATO DE PIRIDOXINA;ETINILESTRADIOL,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531627301111410
LEVONORGESTREL;ETINILESTRADIOL,57.507.378/0003-65,EMS S/A,507718901117416
LEVONORGESTREL;VALERATO DE ESTRADIOL,18.459.628/0001-15,BAYER S.A.,538912050014113
LEVOSIMENDANA,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504118030060017
LEVOTIROXINA SÓDICA,33.069.212/0001-84,MERCK S/A,525418120050803
LIDOCAÍNA,57.507.378/0003-65,EMS S/A,507738302162117
LIDOCAÍNA;CLORIDRATO DE LIDOCAINA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505618100044517
LIDOCAÍNA;HIALURONIDASE;NEOMICINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501602101174312
LIDOCAÍNA;ÓXIDO DE ZINCO;ACETATO DE HIDROCORTISONA;SUBACETATO DE ALUMÍNIO,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505618080044007
LIDOCAÍNA;POLIDOCANOL,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501102102171412
LIDOCAÍNA;PRILOCAÍNA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506718401167419
LIDOCAÍNA;SULFATO DE POLIMIXINA B,33.349.473/0001-58,FARMOQUÍMICA S/A,509002401172310
LIDOCAÍNA;TETRACAÍNA,00.317.372/0001-46,GALDERMA BRASIL LTDA,510114010005605
LIMECICLINA,57.507.378/0003-65,EMS S/A,541820080137107
LINAGLIPTINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523721070045904
LINAGLIPTINA;CLORIDRATO DE METFORMINA,60.831.658/0001-77,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,504513090018905
LINEZOLIDA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508016010110506
LIPEGFILGRASTIM,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537515080006702
LIRAGLUTIDA,82.277.955/0001-55,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,526602302159211
LIRAGLUTIDA;INSULINA DEGLUDECA,82.277.955/0001-55,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,526618010008705
LISADO BACTERIANO,61.363.032/0001-46,CHIESI FARMACÊUTICA LTDA,508521060013417
"LISADOS BACTERIANOS (STAPHYLOCOCCUS AUREUS, STREPTOCOCCUS PYOGENES, STREPTOCOCCUS MITIS, STREPTOCOCCUS PNEUMONIAE, KLEBSIELLA PNEUMONIAE, BRANHAMELLA CATARRHALIS, HAEMOPHILUS INFLUENZAE)",62.462.015/0001-29,APSEN FARMACEUTICA S/A,501612050014303
LISINATO DE CETOPROFENO,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500500601110412
LISINATO DE CLONIXINA,57.507.378/0003-65,EMS S/A,541817100083306
LISINOPRIL,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525503802112413
LIXISENATIDA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502813120065802
LOMUSTINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505101301114315
LOPERAMIDA,17.115.437/0001-73,LABORATÓRIO GLOBO SA,517610201111116
LOPINAVIR;RITONAVIR,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506717070070706
LORATADINA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511502201115413
LORATADINA;PSEUDOEFEDRINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533007004115411
LORATADINA;SULFATO DE PSEUDOEFEDRINA,57.507.378/0003-65,EMS S/A,541818080088103
LORAZEPAM,57.507.378/0003-65,EMS S/A,541815030010606
LORLATINIBE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720080089407
LORNOXICAM,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504114105116315
LOSARTANA POTÁSSICA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525500601116311
LOVASTATINA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511506202116114
LOXOPROFENO SÓDICO,60.874.187/0001-84,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA,530401006119315
LOXOPROFENO SÓDICO DIIDRATADO,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552916110065504
L-PROLINA;L-FENILALANINA;L-ALANINA;L-TRIPTOFANO;L-METIONINA;LEVOVALINA;TAURINA;L-SERINA;L-TREONINA;TIROSINA;GLICINA;ARGININA;ACETATO DE LISINA;L-ISOLEUCINA;L-LEUCINA;L-HISTIDINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509518070032803
L-TREONINA;L-LISINA;ACETILCISTEÍNA;GLICINA;L-PROLINA;L-FENILALANINA;L-ISOLEUCINA;L-TRIPTOFANO;L-LEUCINA;L-ALANINA;L-METIONINA;LEVOVALINA;L-ARGININA;L-SERINA;L-HISTIDINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509520050027407
L-TREONINA;L-TIROSINA;GLICINA;GLICILTIROSINA;ACETATO DE LISINA;L-PROLINA;L-FENILALANINA;N-ACETIL CISTEÍNA;L-ISOLEUCINA;L-TRIPTOFANO;L-LEUCINA;L-ALANINA;L-METIONINA;LEVOVALINA;L-ARGININA;L-SERINA;L-HISTIDINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509520070027507
LUBIPROSTONA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501120060030507
LUMACAFTOR;IVACAFTOR,21.798.065/0001-02,VERTEX FARMACEUTICA DO BRASIL LTDA.,575019010000101
LUMASIRANA SÓDICA,31.731.807/0001-28,SPECIALTY PHARMA GOIAS LTDA,587921090000301
MACROGOL;BICARBONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713040027603
MAGALDRATO,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501103004130418
MAGALDRATO;DIMETICONA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501103003134411
MALATO DE SUNITINIBE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720050087617
MALEATO ÁCIDO DE TIMOLOL,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502304178317
MALEATO ÁCIDO DE TIMOLOL;BIMATOPROSTA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501006301134319
MALEATO ÁCIDO DE TIMOLOL;BRINZOLAMIDA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500905001135313
MALEATO ÁCIDO DE TIMOLOL;CLORIDRATO DE DORZOLAMIDA,57.507.378/0003-65,EMS S/A,507743901176111
MALEATO ÁCIDO DE TIMOLOL;LATANOPROSTA,57.507.378/0003-65,EMS S/A,541819050108706
MALEATO ÁCIDO DE TIMOLOL;TARTARATO DE BRIMONIDINA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501006001173319
MALEATO ÁCIDO DE TIMOLOL;TARTARATO DE BRIMONIDINA;BIMATOPROSTA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501018120013905
MALEATO DE BRONFENIRAMINA;CLORIDRATO DE FENILEFRINA,83.874.628/0001-43,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,517100701112414
MALEATO DE CLORFENAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525920070057707
MALEATO DE CLORFENIRAMINA;CAFEÍNA ANIDRA;DIPIRONA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520723101112425
MALEATO DE CLORFENIRAMINA;DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540912030004903
MALEATO DE CLORFENIRAMINA;DIPIRONA;ÁCIDO ASCÓRBICO,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540917020026417
MALEATO DE CLORFENIRAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA,46.179.008/0001-68,BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,504901803116417
MALEATO DE DEXBRONFENIRAMINA;SULFATO DE PSEUDOEFEDRINA,42.457.796/0001-56,DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA,507301702119419
MALEATO DE DEXCLORFENIRAMINA,57.507.378/0003-65,EMS S/A,507717002119116
MALEATO DE DEXCLORFENIRAMINA;GUAIFENESINA;SULFATO DE PSEUDOEFEDRINA,57.507.378/0003-65,EMS S/A,541820070136607
MALEATO DE ENALAPRIL,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525501904112319
MALEATO DE ENALAPRIL;BESILATO DE ANLODIPINO,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552920030120017
MALEATO DE FENIRAMINA,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510413030082404
MALEATO DE FLUVOXAMINA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500214010031214
MALEATO DE INDACATEROL,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526532302171215
MALEATO DE LEVOMEPROMAZINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506708002111412
MALEATO DE METILERGOMETRINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533015010061103
MALEATO DE MIDAZOLAM,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529201402114318
MALEATO DE TEGASERODE,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504118020059517
MALEATO DE TIMOLOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552919110081017
MALEATO DE TIMOLOL;BIMATOPROSTA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526121070143004
MALEATO DE TIMOLOL;LATANOPROSTA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552820060069317
MALEATO DE TRIMEBUTINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508013100099604
MANITOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509507001155411
MANITOL;SORBITOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509504703159412
MARAVIROQUE,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510612403113312
MAYTENUS ILICIFOLIA MART. EX REISSEK,79.634.572/0001-82,AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA,501919120000307
MAYTENUS ILICIFOLIA MART.EX.REISS,92.762.277/0001-70,VIDORA FARMACÊUTICA LTDA,521820070001807
MAYTENUS ILICIFOLIA MART.EX.REISS;JATEORHIZA PALMATA (LAM.) MIERS,92.762.277/0001-70,VIDORA FARMACÊUTICA LTDA,521820030001107
MEBENDAZOL,57.507.378/0003-65,EMS S/A,507717201111115
MEBUTATO DE INGENOL,11.424.477/0001-10,LEO PHARMA LTDA,541112120001102
MECLOZINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501616080016703
MECOBALAMINA,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524820020009607
MEGLUMINA;ÁCIDO IOXÁGLICO,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000402157417
MEGLUMINA;ÁCIDO IOXITALÂMICO,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000808153410
MELFALANA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505617060041517
MELILOTUS OFFICINALIS (L.) PALL.,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524820090011007
MELILOTUS OFFICINALIS LAM.,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524820020008907
MELOXICAM,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508013501159111
MEMANTINA,04.522.600/0001-70,LUNDBECK BRASIL LTDA,524200601112417
MENAEPTENONA;COLECALCIFEROL,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501620050024707
MENOTROPINA,64.711.500/0001-14,UCB BIOPHARMA LTDA.,525218070022307
MENTHA CRISPA L.,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505620050044507
MENTOL;EUCALIPTOL;TERPINEOL,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526101408132420
MENTOL;SALICILATO DE METILA,57.507.378/0003-65,EMS S/A,541815050011417
MENTOL;SALICILATO DE METILA;CÂNFORA;ESSÊNCIA DE TEREBENTINA,57.507.378/0003-65,EMS S/A,507714201161411
MEPIVACAÍNA;CORBADRINA,33.112.665/0001-46,DFL INDÚSTRIA E COMÉRCIO S/A,507200501150411
MEPOLIZUMABE,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510618010059201
MERCAPTOPURINA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505613040037614
MEROPENÉM,33.258.401/0001-03,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,513403302157416
MEROPENÉM TRI-HIDRATADO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521060031817
MESALAZINA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529921100076406
MESILATO DE BROMOCRIPTINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526512503112319
MESILATO DE CODERGOCRINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526507506117315
MESILATO DE DABRAFENIBE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526517050088717
MESILATO DE DEFEROXAMINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526504501157411
MESILATO DE DI-HIDROERGOTAMINA;CAFEÍNA ANIDRA;DIPIRONA,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,505504701110414
MESILATO DE DIIDROERGOCRISTINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500504601115417
MESILATO DE DOXAZOSINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508025601110411
MESILATO DE DOXAZOSINA;FINASTERIDA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508013080098703
MESILATO DE ERIBULINA,68.949.239/0001-46,UNITED MEDICAL LTDA,533220020002817
MESILATO DE IMATINIBE,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508012040091106
